kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
8028465,non-candidate,261.684363,247.3986,0.037,3.892,817,90,8.3,1,0.0725,4393,4.713,0.526,0.522,14.864
9811915,candidate,1.96682825,132.68632,0.415,1.645,214.3,87.19,9.5,1,0.1852,5595,4.581,0.796,0.89,15.612
10989274,candidate,16.17803,132.326,0.081,5.18,449,89.81,6,1,0.8077,5929,4.413,1.069,1.079,14.472
8890924,candidate,4.4408541,135.2744,0.005,8.083,33.9,89.93,12,2,0.7413,5159,3.604,3.062,1.373,13.263
9597854,non-candidate,1.287097944,132.37957,0.382,1.94,106.1,85.42,12.3,1,0.7334,5906,4.494,0.852,0.826,15.506
10212441,non-candidate,354.78194,175.7246,1.17,6.46,193,89.1,7.7,2,0.8584,5798,4.025,1.525,0.899,13.037
12020329,candidate,7.275040844,169.994217,0.547,7.5377,3001,85.29,312.1,1,0.1322,5485,4.556,0.867,0.986,15.08
11867733,non-candidate,384.356448,298.90354,0.848,3.872,715.7,89.89,13.2,1,0.0794,5903,4.445,0.994,1.005,14.391
7207061,candidate,12.33087921,361.9744,0.011,3.0664,872.2,89.98,28.3,2,0.9748,5376,4.576,0.806,0.897,15.886
10483644,non-candidate,5.110771787,133.315344,0.878,2.48392,50681,86.55,394,1,0,6029,4.523,0.894,0.972,13.985
3964109,candidate,21.41624083,176.24991,0.081,7.081,314.5,89.8,42.7,1,0.7207,6156,4.331,1.18,1.085,13.542
4732137,non-candidate,393.946106,334.4022,0.9691,6.012,747.5,89.95,10.9,1,,4888,3.18,4.622,1.179,12.768
5552562,candidate,5.93218209,135.63378,0.097,4.507,205.3,89.46,14.9,1,0.7563,5843,4.474,0.977,1.036,15.466
7219825,candidate,362.97828,256.5011,0.055,14.083,260.6,89.98,13,3,0.0616,6086,4.274,1.216,1.013,14.061
12314973,candidate,28.45489091,176.706265,0.5,8.1593,1418.6,88.82,244.7,3,0.4957,6206,4.159,1.573,1.305,11.684
10341917,non-candidate,0.93375241,131.5113,0.989,6.352,518,21.91,55.5,1,0.3799,5402,4.581,0.815,0.931,15.807
4557341,non-candidate,361.901618,405.3021,0.093,4.984,184.1,89.99,8.5,1,0.4913,5053,4.603,0.717,0.754,12.673
7199060,candidate,64.1862264,191.65639,0.968,8.485,507.3,87.2,18.6,1,0.749,6951,3.766,2.758,1.618,12.972
10875937,non-candidate,307.9473572,316.0192261,0.966,15,11296,88.17,16.5,1,-1,4878,3.08,4.461,0.874,14.092
11970288,non-candidate,20.7106853,134.03192,1.252,42.737,1003,40.85,154.4,1,0.9979,6956,3.738,2.888,1.664,11.308
10203349,candidate,17.14648756,140.66122,0.918,4.2354,440.3,86.25,28.3,1,0.2977,5559,4.127,1.412,0.974,14.941
6962977,candidate,3.71545593,169.78318,0.327,2.558,331.7,88.25,19.6,5,0.9122,5296,4.538,0.808,0.821,15.956
9020160,candidate,5.945043548,170.472237,0.763,2.7004,800.2,86.24,67.6,3,0.4482,5105,4.469,0.868,0.81,14.808
3547178,candidate,8.1770751,136.8217,0.456,4.608,44.3,87.86,10.6,1,0.1938,6501,4.281,1.209,1.017,12.419
10491554,non-candidate,22.77196484,140.4865,0.603,8.3476,325450,88.89,305.2,1,0.0001,6049,4.067,1.557,1.032,15.018
7097965,candidate,7.72085047,136.563,0.963,1.8264,267,84.91,25,1,0.1071,5887,4.29,1.177,0.985,13.516
8299947,non-candidate,2.682767439,131.570648,0.509,4.58143,394410,85.88,508.4,1,-1,5780,4.438,1,1,17.743
9758615,non-candidate,94.20561159,169.2951411,,6.62,,,,1,,,,,,11.613
3246984,non-candidate,1.626630225,169.820171,1.26,2.1145,1620.6,58.03,103.6,1,0.8796,5735,4.41,0.973,0.889,15.279
6115516,non-candidate,0.865759153,131.57771,0.38,0.8408,191.6,87.06,18.7,1,1,6249,4.428,1.076,1.13,15.232
2710623,non-candidate,1.02087831,131.66089,0.148,2.429,33.4,87.39,9.9,1,0.9584,5750,4.337,1.106,0.968,14.103
8934103,candidate,175.13892,296.03778,0.07,10.767,634.5,89.97,17.9,2,0.4708,5497,4.243,1.241,0.981,15.245
8308070,non-candidate,401.5907,172.2086,0.1752,14.77,115,89.95,11.9,1,,6170,4.482,0.939,0.976,13.376
4472143,non-candidate,472.071079,310.7718,0.388,5.759,252.6,89.96,6.4,1,0.9985,6186,4.358,1.253,1.305,14.002
8409295,candidate,82.292865,212.0314,0.195,7.048,371.1,89.87,13,1,0.3457,5626,4.467,0.957,0.977,14.828
9715631,candidate,425.483539,149.0438,0.03,17.856,996.6,89.99,19.6,1,0.0052,5977,4.473,1.022,1.133,15.807
4826110,non-candidate,1.333395306,134.18228,0.151,1.188,114.5,88.99,11.5,1,0.1971,5199,4.527,0.811,0.807,15.299
5080565,non-candidate,49.312677,162.638,0.5998,4.057,1713,89.38,6.6,1,,4541,4.608,0.666,0.657,16.609
9881077,candidate,24.4004378,135.62326,0.909,2.987,860.5,88.3,20.2,1,0.844,4583,4.606,0.674,0.669,15.858
10153011,candidate,83.09708021,162.935743,0.993,9.2639,15860,88.77,277.2,1,0.3654,5286,4.627,0.636,0.626,15.678
5972334,candidate,2.418406841,132.505587,0.018,2.0744,665.4,89.89,69.1,4,0.1946,5422,4.484,0.887,0.874,14.991
9664215,non-candidate,3.319523463,131.923046,1.162,3.3465,38832,79.9,249.4,1,0.4304,5761,4.581,0.791,0.881,15.101
2569995,candidate,80.84069,177.3473,0.003,8.567,9326,90,21.6,1,0,5511,4.069,1.597,1.089,17.187
10122538,candidate,12.2854718,131.90073,0.291,2.996,1617.1,89.46,23.8,5,0.4057,3891,4.718,0.564,0.605,16.279
5216727,non-candidate,0.756511623,131.9298652,1.216,2.81832,41596,57.06,845,1,0.9993,6343,4.199,1.417,1.157,13.448
8022244,candidate,34.0350605,134.42752,0.474,6.695,727.8,89.23,41.3,2,0.0587,6063,4.47,1.001,1.079,14.939
11147814,non-candidate,95.17831793,224.596785,0.761,3.60125,128580,89.82,2279.1,1,0.0007,4523,4.615,0.653,0.641,14.401
9394762,non-candidate,77.138911,166.5847,0.981,7.229,603.3,87.89,19,1,0.0698,5778,4.531,0.911,1.028,14.457
11969092,non-candidate,0.638437699,131.592552,0.904,0.3028,286.8,83.43,25.8,1,-1,5073,4.571,0.824,0.922,15.23
9411317,non-candidate,8.2904597,132.24956,0.426,2.6002,173010,89.24,297.2,1,0.1551,4601,4.681,0.566,0.559,17.409
8016211,non-candidate,3.1748772,133.7621,0.94,7.089,1741,59.96,98.6,1,-1,5116,3.994,1.619,0.944,14.395
9758089,candidate,92.7297248,177.43808,0.857,6.83,1257.5,89.19,43.3,2,0.4814,4580,4.641,0.675,0.748,14.897
7046035,candidate,2.27164952,131.82601,0.01,4.054,82.4,89.87,12.7,1,0.9532,6274,4.434,1.062,1.115,15.332
5688683,candidate,2.790643481,133.1555,0.787,0.6871,202,87.73,20.2,2,0.853,4353,4.681,0.603,0.648,13.435
5783732,non-candidate,373.43233,297.3505,0.0802,16.5,166.7,89.95,12.9,1,,6146,4.303,1.141,0.954,13.477
3121340,non-candidate,0.723947772,132.06247,1.148,2.125,242.7,24.74,17.7,1,0.7409,5160,3.424,2.897,0.812,13.578
9892816,candidate,39.4576228,136.47398,0.967,9.557,244.8,84.57,41.6,4,0.2391,6297,4.26,1.369,1.247,13.147
10028127,candidate,367.947848,416.20998,0.902,4.249,1301,89.85,10.7,1,0.4002,5570,4.561,0.855,0.971,15.719
8711548,non-candidate,18.77816216,149.6776416,0.357,8.1018,488410,89.3,3788.7,1,-1,6794,4.102,1.71,1.356,13.944
7821010,non-candidate,24.2382418,136.6165689,0.426,4.16665,461960,89.66,1126.4,1,-1,6457,4.259,1.365,1.233,10.816
5880320,candidate,8.19345065,138.99617,0.815,5.234,115.4,83.51,15.7,4,0.727,6021,4.093,1.458,0.96,14.348
7800285,non-candidate,0.533000886,131.735703,1.271,1.54684,4398.5,44.35,327.4,1,0.8656,5934,4.331,1.064,0.885,15.042
4365645,candidate,4.16787814,135.28334,0.168,2.2136,168.1,89.33,32.9,1,0.403,5251,4.541,0.847,0.91,13.293
5128673,candidate,87.9724227,168.29785,0.015,14.638,866.7,89.98,64.6,1,0.1362,5837,4.305,1.159,0.988,14
4665989,non-candidate,1.124033822,131.62878,0.719,5.5728,247560,72.77,792.9,1,-1,7141,4.208,1.563,1.442,13.016
10337517,candidate,4.29263699,134.80018,0.454,2.7,61.4,87.62,11.4,2,0.2828,5357,4.498,0.863,0.854,13.916
11069176,candidate,21.1285655,149.27632,0.36,3.852,176.7,89.48,12.5,2,0.7852,5817,3.877,2.153,1.276,13.127
4464394,candidate,168.6693478,132.5942053,,4.07,,,,1,,,,,,13.497
10604335,candidate,92.7495777,173.27975,0.019,5.506,1105.1,89.99,18,2,0.8779,4141,4.684,0.582,0.596,15.847
9079915,non-candidate,0.812678859,132.20817,0.664,0.841,39.3,83.24,7.4,1,1,6636,4.349,1.236,1.251,13.513
2716801,candidate,42.5217006,136.1274,0.495,5.723,685.6,89.44,14.7,2,0.5514,5911,4.519,0.914,1.006,15.761
6125481,candidate,23.20579353,180.7628,0.059,4.3243,342.5,89.92,46.9,1,0.1068,5460,3.626,3.231,1.609,13.413
9602658,non-candidate,3.55650403,133.5416,0.846,6.862,132.3,69.14,11.8,1,0.585,3745,4.819,0.427,0.438,15.802
10920086,non-candidate,3.21318517,132.044475,0.924,15.47,2046.1,24.96,662.9,1,0.8453,6712,4.159,1.513,1.206,12.52
9875711,candidate,8.360870704,175.64459,0.494,2.7144,2039.7,88.69,120.9,1,0.4975,4743,4.516,0.81,0.786,15.223
6468904,non-candidate,49.5387264,132.50072,1.223,2.238,740.6,88.45,10.3,1,0.9976,5683,4.605,0.747,0.835,14.94
9480310,candidate,15.43400996,363.29494,0.707,4.2572,1785.9,88.09,59.7,1,0.6232,5900,4.509,0.951,1.065,15.703
10935310,non-candidate,4.128795314,132.5796644,0.739,2.771,154870,86.99,1041.8,1,0.4091,5949,4.311,1.083,0.876,13.1
2165002,candidate,47.3329299,151.41614,0.43,2.708,931.5,89.8,14,2,0.0535,4987,4.602,0.716,0.749,15.391
9651234,candidate,96.9151707,187.08955,0.541,6.065,862.8,89.71,53.4,1,0.7428,5162,4.559,0.791,0.826,14.031
7018210,candidate,445.351255,558.63755,0.1716,6.516,420.4,89.95,10.6,1,,7202,4.112,1.755,1.454,13.735
5965819,candidate,3.54553077,132.37486,0.143,4.143,119.2,88.75,18.1,3,0.9672,5794,4.118,1.496,1.072,15.024
4940376,candidate,169.330666,208.7974,0.5518,2.6,532.7,89.95,9.7,1,,5106,3.006,7.052,1.839,13.743
8426567,candidate,18.93055119,143.25058,0.583,3.372,684,89.07,26.2,1,0.8511,5015,3.987,1.643,0.955,14.417
9941859,candidate,20.55280311,145.02837,0.568,2.2013,727.3,89.47,42.4,3,0.1983,5386,4.322,1.076,0.886,14.598
6209677,candidate,2.53742164,132.34623,0.285,1.563,104.5,88.64,12.8,2,0.8479,5447,4.481,0.917,0.928,14.8
4678171,non-candidate,15.28870918,132.8060911,0.372,5.00366,512470,89.45,1758.7,1,-1,4464,4.577,0.719,0.711,15.993
8414914,non-candidate,100.303613,176.75827,0.388,10.578,488040,89.81,354.7,1,-1,6060,4.397,1.046,0.994,17.908
8890783,candidate,58.36205791,196.555405,0.402,6.3363,5374.7,89.67,286.6,2,0.2073,5592,4.467,0.953,0.973,14.361
9655711,candidate,7.72966941,138.92566,0.668,2.091,426.7,88.24,8.4,2,0.054,5947,4.481,0.962,1.022,16.154
3852258,non-candidate,5.7584367,135.11279,0.101,2.587,736.6,89.67,26.8,1,1,4754,2.194,25.287,3.644,13.819
5471271,non-candidate,12.42221675,141.8461927,0.056,6.5533,54.5,89.78,11,1,0.1736,6231,4.424,1.084,1.14,13.598
10552263,candidate,313.82752,166.4928,0.1103,4.187,168,89.95,8.7,1,,5914,4.453,0.973,0.981,12.355
8029848,non-candidate,1.20608769,132.0861,1.253,2.2272,1660.6,49.19,66.9,1,-1,5657,4.186,1.355,1.028,14.252
8179190,non-candidate,0.662457501,131.90556,1.024,1.527,64.1,26.28,13.5,1,0.9967,6425,3.862,2.16,1.237,12.721
7282872,non-candidate,402.41511,512.3896,0.281,5.156,780.6,89.97,9.5,1,0.0438,6251,4.53,0.889,0.977,12.987
7421876,non-candidate,4.50279037,134.1343,,6.72,,,,1,0.5933,,,,,11.606
9991621,non-candidate,18.9257333,145.5267,1.155,6.149,188.5,74.84,16.2,1,0.501,5455,4.421,0.909,0.795,13.857
5689351,candidate,87.0912594,187.31231,0.845,7,1129.1,89.15,41.8,5,0.3415,5001,4.582,0.76,0.806,14.194
5219234,candidate,16.73869035,359.41655,0.578,2.398,996.8,89.27,20.4,4,0.9696,5103,4.562,0.787,0.823,15.812
11401253,candidate,4.96504981,135.55399,0.655,2.212,50.7,87.14,8.7,1,0.6615,5339,3.823,2.011,0.982,12.739
8517433,non-candidate,0.652956712,131.52361,0.26,0.627,50,88.08,12.7,1,0.5419,5812,4.419,1.055,1.065,13.506
5471202,non-candidate,12.4258343,141.5311,0.967,28.1171,449.4,50.49,72,1,0.7493,6185,4.472,0.991,1.06,14.865
9845362,non-candidate,105.895315,231.4441,0.093,2.581,1227,89.95,7,1,,5271,4.548,0.781,0.786,15.979
9549648,candidate,5.99185827,136.88244,0.905,1.7215,186.3,85.77,32.1,1,0.0767,6157,4.049,1.695,1.173,12.239
11298815,non-candidate,5.73865933,136.91835,0.966,4.051,688.6,76.38,40.1,1,0.6267,3841,4.756,0.509,0.538,15.51
3957082,non-candidate,3.77881664,134.208,0.628,5.819,47.1,80.92,22.2,1,0.9307,6115,3.267,5.544,2.072,12.923
3757778,non-candidate,36.51437404,163.794463,0.133,6.48255,111620,89.86,1701.1,1,0.9502,5811,4.465,1,1.066,15.423
9024857,non-candidate,35.02656485,160.6019871,0.777,2.90121,120250,89.58,1607.2,2,0.3624,5546,4.575,0.81,0.907,15.496
7366501,candidate,7.3812344,137.5646,0.687,2.802,104.5,87.36,8.6,1,0.4219,6072,4.51,0.923,1.005,15.051
9031209,candidate,47.0568476,161.05864,0.027,5.2232,1531.2,89.98,38,1,0.7305,5288,4.613,0.74,0.828,15.549
6462863,candidate,22.34296483,132.741641,0.031,6.66405,5612.8,89.93,1118.9,4,0.0066,6181,4.234,1.331,1.106,12.205
6383595,non-candidate,24.9097436,143.0403,0.5729,3.856,150.2,89.38,9.7,1,,6596,4.037,1.757,1.227,13.073
5530882,non-candidate,5.0825188,132.95792,0.522,3.328,105,87.04,17.1,1,0.1259,5706,4.561,0.834,0.93,14.445
9596187,non-candidate,0.953299962,131.699309,1.267,1.69478,2236.6,51.91,298,1,0.973,6183,4.407,1.02,0.969,14.538
10027323,candidate,105.3582299,138.68069,0.75,3.81,1210.2,89.71,22.6,2,0.8967,3883,4.762,0.496,0.518,15.157
3645438,candidate,386.370512,452.874,0.01,11.007,1336.4,90,13.1,3,0.9993,5119,4.508,0.834,0.818,15.825
8474892,non-candidate,199.4424134,240.8521,1.1877,7.2533,32172,89.38,486.4,1,,5869,4.288,1.17,0.971,14.372
2710101,non-candidate,28.88008607,144.4386895,,1.35,,,,1,,,,,,15.363
11288772,candidate,1.36752316,131.77163,0.299,1.208,61,87.94,11.7,1,0.6715,5836,4.417,1.048,1.044,13.861
9575728,candidate,2.64181261,132.53192,0.608,2.127,70,85.46,12.7,1,0.6266,4147,4.601,0.683,0.678,14.137
8127648,non-candidate,1.023470248,131.703274,1.409,2.3804,129530,72.05,262.2,1,0,5780,4.438,1,1,17.506
12256520,candidate,33.2407985,143.46683,0.231,4.675,341.9,89.75,20.4,2,0.4965,5382,4.571,0.827,0.928,14.477
3327992,non-candidate,2.115511511,131.99137,1.278,8.5116,25805,50.75,153.3,1,0.5729,4188,4.615,0.661,0.656,15.582
5738506,non-candidate,9.50158045,131.97492,0.444,5.0701,443400,88.9,314.9,1,-1,5780,4.438,1,1,18.347
9111849,candidate,63.0732241,191.2532,0.746,5.397,671.3,89.32,30,1,0.6154,6234,3.209,6.354,2.382,13.089
5342473,candidate,4.64495172,136.02095,0.301,3.366,147.4,88.31,19.8,1,0.6673,6047,4.343,1.129,1.021,14.338
9661979,candidate,69.8956789,160.66805,0.872,5.276,548.4,89.08,21.9,1,0.8429,5390,4.303,1.104,0.893,14.552
11616596,non-candidate,14.5893928,136.1407,,15.54,,,,1,0.0001,,,,,12.616
8826168,candidate,11.55103848,134.90803,0.493,3.3601,402.8,88.79,49.8,1,0.4981,5907,4.395,1.058,1.014,14.138
7838639,non-candidate,2.113197701,132.3310213,0.909,3.46341,57316,78.46,1048.1,1,-1,6215,4.138,1.463,1.073,13.774
11018648,candidate,32.62876672,194.1019,0.021,4.7971,1804.8,89.98,80,2,0.6386,5586,4.56,0.798,0.844,15.082
5730380,non-candidate,0.954873008,131.851983,0.578,1.0613,33,84.19,1.5,1,0.9999,6092,4.114,1.363,0.881,11.8
3646449,candidate,65.752109,183.3112,0.109,6.854,382.5,89.92,9.9,1,0.5116,5816,4.432,1.03,1.047,15.478
8257407,non-candidate,89.69816853,176.3060152,0.684,5.5418,273110,89.78,3420.3,1,-1,6214,4.021,1.583,0.959,13.624
11774383,non-candidate,0.520227316,131.83796,1.052,1.7939,68633,65.67,122.3,1,0.9938,5780,4.438,1,1,19.174
10917043,candidate,205.385912,284.18824,0.008,8.681,1248.7,90,24.3,1,0.3517,4400,4.659,0.624,0.646,15.558
3765692,candidate,3.09383248,132.75691,0.356,1.576,373.7,88.57,9.7,1,0.055,5327,4.646,0.681,0.772,15.896
3241248,non-candidate,0.978046982,131.68639,1.227,2.6137,838.8,34.27,105.2,1,0.6291,5100,3.368,4.569,1.778,13.211
5817712,non-candidate,4.20601251,132.2794,0.304,6.82,106.7,86.19,10.7,1,0.0809,5514,4.518,0.79,0.75,15.454
11598638,candidate,359.854745,305.6179,0.8071,3.429,302.4,89.95,6.1,1,,6495,4.379,1.168,1.19,13.728
5529552,non-candidate,0.759768478,131.78573,0.583,2.824,57.4,71.66,12.9,1,0.9623,5481,4.574,0.815,0.914,15.318
5282051,non-candidate,5.91037674,171.15166,0.123,3.421,256.9,89.47,34.5,1,0.5198,5515,4.443,0.867,0.76,14.276
8695779,non-candidate,10.23893988,132.722552,1.022,3.4851,3153.1,84.05,427.6,1,0.1914,6244,3.986,1.807,1.152,13.897
6696462,non-candidate,3.403743926,137.232574,1.075,1.5017,815.9,78.2,59.5,1,0.857,5596,4.533,0.853,0.906,14.98
7281410,non-candidate,0.56681118,131.7883893,,2.06,,,,1,,,,,,11.58
3967501,non-candidate,43.0759115,160.13883,1.256,90.95,3452,52.57,323.1,1,0.6296,4766,2.919,5.915,1.059,9.927
10271806,candidate,5.924993927,169.71629,0.848,2.8874,1608.1,84.9,68.5,4,0.8945,5016,4.641,0.679,0.743,15.644
10489206,candidate,4.164384505,171.087935,0.59,1.8464,2338,87.73,132.1,2,0.2905,3808,4.754,0.508,0.534,14.752
8939650,non-candidate,1.827660875,132.821298,1.026,3.986,46677,72.06,890.3,1,0,6352,4.427,1.072,1.118,14.268
6627507,non-candidate,7.37453336,131.55947,1.139,3.745,304.4,70.73,33.1,1,0.6171,5028,3.289,4.991,1.766,12.904
10604592,candidate,2.18660188,131.94832,0.828,1.585,122.3,82.31,14.2,1,0.9326,4904,4.535,0.772,0.745,14.793
8324518,candidate,1.62888267,132.33899,0.147,1.72,130.9,88.84,12.5,1,0.4529,5398,4.571,0.811,0.896,15.295
11774991,candidate,53.5783052,171.1857,0.769,5.194,224.9,89.16,15.4,2,0.2327,4856,4.624,0.705,0.79,12.879
8043968,non-candidate,0.779615874,131.68006,0.699,3.932,81.5,59.47,22,1,0.8804,5764,4.548,0.863,0.959,15.292
10862284,non-candidate,9.1447861,139.2816,0.742,5.422,268.8,85.26,14.9,1,0.6514,5849,4.517,0.919,1.014,15.884
11495989,candidate,1.322475635,132.66777,1.198,5.307,997.3,26.36,53.9,1,,4668,4.7,0.548,0.548,14.335
9777990,non-candidate,14.3400358,140.9329,0.006,5.7,1706,89.98,8,1,0.8517,3358,5.149,0.174,0.155,18.013
10487119,non-candidate,3.374684854,131.769948,1.04,4.48335,80917,80.28,658.3,1,0,5754,4.514,0.943,1.061,15.746
10536177,non-candidate,0.93372261,131.5423,0.534,3.052,31.2,75.43,8.2,1,0.6172,5984,4.419,1.017,0.991,14.862
5956776,non-candidate,0.569115097,132.020841,0.444,3.5028,585600,79.82,229.6,1,-1,7174,4.13,1.705,1.43,16.747
7132462,candidate,54.595746,156.83764,0.332,2.21,135.8,89.95,8.7,1,,6014,3.989,1.699,1.027,13.67
10212441,candidate,15.0447098,133.20895,0.022,5.823,97.9,89.94,23.4,2,0.3504,5798,4.025,1.525,0.899,13.037
5199978,non-candidate,0.550509602,131.86731,0.386,1.1836,123.5,83.46,24,1,0.9829,4891,3.169,4.529,1.106,13.355
11913071,non-candidate,3.747835042,134.1877331,0.547,5.28519,188920,85.63,6016.2,1,-1,8529,3.769,3.065,2.017,9.532
5900390,non-candidate,0.624677585,131.8663,0.522,2.411,37.3,73.63,31,1,0.9806,9653,4.191,1.996,2.256,12.789
12167361,non-candidate,47.93094546,179.096467,1.272,2.6897,2144.4,88.51,221.1,1,0.7839,8214,4.104,1.938,1.737,10.376
11147785,candidate,217.170081,229.9068,86.1724,4.291,937,83.65,9.5,1,,5083,2.638,11.723,2.176,12.446
10549562,non-candidate,9.08937826,139.08364,0.982,6.255,779.8,75.3,72.7,1,0.2358,6739,4.332,1.275,1.283,14.408
4928119,non-candidate,44.63898306,156.45087,1.173,3.04001,36830,89.29,488.5,1,0.0028,6197,4.449,1.035,1.096,15.51
6470516,non-candidate,2.080431782,131.827995,0.771,7.4997,894200,81.6,1585.2,1,-1,8344,4.04,2.115,1.79,16.448
9156585,non-candidate,22.32423657,134.44763,0.965,3.669,1299.3,87.06,29.9,1,0.1433,5648,4.489,0.912,0.934,15.612
3945802,non-candidate,24.2157996,133.4661,0.207,4.359,322.2,89.72,13.6,1,0.1228,5659,4.473,0.885,0.849,15.259
5544450,non-candidate,4.29388808,133.51002,0.272,3.618,110.6,88.24,17.9,2,0.0871,6615,4.173,1.574,1.343,12.209
5436502,candidate,2.090811305,134.17462,0.746,3.388,115.9,77.03,19.9,5,0.5003,5739,4.191,1.384,1.083,15.084
5881307,candidate,393.95608,388.3294,0.614,13.89,482.2,89.8,10.3,1,0.4854,6217,4.472,0.989,1.056,15.622
4857058,candidate,77.915425,160.9193,0.448,8.274,178.8,89.61,9.2,2,0.4966,5135,4.464,0.874,0.812,14.316
10425070,non-candidate,395.23753,186.536,0.629,18.494,1298,89.73,13.4,2,0.05,5648,4.559,0.841,0.939,14.977
7203194,non-candidate,2.24572117,133.26678,0.596,3.88,48.2,80.65,13.6,1,0.3305,6158,4.455,1.026,1.092,14.244
11288505,candidate,19.80787763,139.37983,0.054,3.453,616.3,89.93,20.1,1,0.7168,5775,4.558,0.84,0.934,15.65
8636434,candidate,308.544422,296.0738,0.022,18.503,586.8,89.99,56.8,1,0.006,6325,4.274,1.349,1.252,13.215
8279146,candidate,93.359737,155.8348,0.0547,5.397,38.3,89.95,8.1,1,,6809,4.078,1.673,1.224,10.926
9282853,candidate,83.499618,163.5093,0.341,16.03,501,89.49,16.1,1,0.5037,5141,4.526,0.773,0.731,15.726
6113752,non-candidate,406.45737,230.8834,0.428,9.554,284.2,89.92,12.7,1,0.8323,6217,4.364,1.141,1.095,13.079
10973664,candidate,5.40426917,172.18553,0.229,2.5315,860.6,89.2,40.5,3,0.841,6122,4.487,0.964,1.041,14.697
2437112,non-candidate,3.18740907,132.8032,0.144,6.19,137.5,87.93,9.2,2,0.4745,4808,4.589,0.715,0.723,16.153
7335972,non-candidate,0.579770948,132.081304,0.946,1.0377,467.9,60.95,44.3,1,0.9974,5561,4.561,0.854,0.968,15.298
7668648,non-candidate,27.81892382,158.10282,0.606,8.3777,238220,89,156.8,1,-1,6126,4.513,0.915,0.994,15.325
9674789,candidate,96.16705,134.6749,0.1194,2.775,270.7,89.95,7.2,1,,5147,4.617,0.716,0.779,13.419
3003992,non-candidate,7.24476126,139.10497,0.04,2.3145,58,89.9,27.2,2,0.7985,5370,4.494,0.874,0.869,11.157
10583180,non-candidate,2.696370652,170.73769,0.044,3.6129,397.9,89.56,48.2,1,0.0505,4989,4.504,0.819,0.781,15.269
9970525,non-candidate,30.00908916,139.70643,,3.15,,,,1,,,,,,13.174
9392702,non-candidate,3.909314318,131.8944811,0.776,5.36124,97123,82.78,1587.6,1,-1,6425,4.341,1.143,1.04,14.618
6947668,candidate,14.0545718,133.0972,0.121,4.066,274.3,89.74,11.6,1,0.3285,5783,4.539,0.88,0.977,15.802
6026737,candidate,10.1747037,132.3605,0.726,5.179,52.4,86.04,11.8,2,0.1241,5866,4.191,1.339,1.016,13.313
6528464,candidate,33.67280658,162.03676,0.309,8.2267,170.9,89.41,61.2,2,0.5309,5587,4.091,1.423,0.911,11.411
11706658,non-candidate,1.407937865,132.26921,0.759,1.585,50793,83.48,137.3,1,-1,4627,4.564,0.741,0.734,14.614
3861611,non-candidate,3.84933401,134.43526,0.591,2.299,503.9,86.83,13.6,1,0.3205,5984,4.521,0.906,0.993,15.851
6423922,candidate,0.9951412,131.5268,0.998,5.588,101.7,16.81,17.6,1,0.6741,3325,5.364,0.109,0.101,15.673
11304958,candidate,41.43958662,208.93203,0.355,10.5989,2793.1,89.31,141.1,1,0.4776,5468,4.367,1.046,0.93,15.4
5695396,candidate,25.5172744,154.4165,0.322,4.735,66.8,89.53,13.5,3,0.9464,5680,4.414,1.016,0.978,11.525
4173026,candidate,116.583183,246.6275,0.586,5.8,819,89.74,8.7,2,0.0502,5738,4.426,0.981,0.936,15.104
10599206,candidate,18.42794957,178.43963,0.727,2.9264,706.6,88.81,36,1,0.9417,4768,4.536,0.779,0.759,14.958
8616637,candidate,3.763041531,132.59298,0.76,1.6011,354.5,86.43,37.9,2,0.3056,5103,4.562,0.787,0.823,14.137
8219673,non-candidate,20.13147772,189.390784,1.279,3.2806,8243.2,87.15,427.5,1,0.9456,6003,4.507,0.932,1.019,14.519
6200612,non-candidate,370.50684,150.8212,0.0647,12.132,418.6,89.95,8.8,1,,6360,4.458,0.999,1.044,14.851
7877818,non-candidate,9.44942628,132.45174,1.217,6.3064,1211.9,71.61,81.1,1,0.9893,5092,3.689,2.664,1.265,13.819
10666592,candidate,2.204735417,121.3585417,0.224,3.88864,6674.7,87.21,5945.9,1,0,6440,4.019,1.952,1.449,10.463
7285757,candidate,19.5489666,149.78882,0.83,1.78,523.8,89.05,12.6,2,0.7102,5549,4.6,0.732,0.776,15.717
9898364,non-candidate,7.132351753,134.473083,1.206,2.9674,744.1,75.8,91.2,1,0.9693,7530,4.08,1.93,1.633,13.337
5428657,candidate,1.54287434,132.61697,0.013,1.1121,401.4,89.93,20.7,1,0.0247,4530,4.704,0.539,0.537,15.121
10737437,candidate,208.047137,321.9021,0.1884,3.22,287.5,89.95,6.9,1,,5991,4.175,1.2,0.784,13.934
9336200,candidate,1.755843555,133.15509,0.893,1.9425,386,75.45,25.1,1,0.8662,5569,4.566,0.829,0.928,15.758
9886361,candidate,54.2811949,140.71639,0.85,5.517,147.8,88.82,20,4,0.6046,6170,4.192,1.499,1.282,12.805
9117416,candidate,7.64370363,137.87526,0.785,2.738,70.9,86.67,13.2,3,0.9559,6120,3.934,2,1.251,13.266
10552611,candidate,3.10762684,132.63359,0.7,2.361,77.2,84.53,15.6,2,0.5637,4908,4.567,0.782,0.824,13.448
