kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
7870250,non-candidate,0.580724809,131.72956,0.292,1.82,64.2,83.11,16.9,1,0.993,5989,4.492,0.933,0.986,14.569
11651712,candidate,14.53260546,140.4685,0.112,2.4212,328.9,89.86,29,1,0.2915,6003,4.507,0.932,1.019,13.785
4945877,non-candidate,1.339670241,132.16786,0.602,1.895,28.6,82.16,21.7,1,0.0005,8867,3.988,2.245,1.789,10.455
6289344,non-candidate,160.4122022,262.40022,0.903,4.92,2538,89.62,24.4,1,0,5269,4.62,0.727,0.812,15.407
9843517,candidate,11.9378354,133.2612,0.036,4.652,246,89.9,9.6,1,0.9246,5469,4.611,0.738,0.826,15.954
9011877,candidate,7.77710639,133.86539,0.196,3.418,77.4,89.35,10.6,1,0.0959,5073,4.481,0.851,0.8,13.725
12013615,non-candidate,8.202869679,138.5109062,0.561,7.29811,345940,87.54,6499.9,1,-1,6060,4.059,1.643,1.129,13.878
3848083,candidate,8.4795266,138.1276,0.136,6.052,163.3,89.27,8,1,0.8473,5841,4.52,0.931,1.047,15.994
7976520,candidate,4.17838675,171.98866,0.617,2.123,316,87.1,15.1,1,0.7127,5746,4.039,1.687,1.136,13.813
10861608,non-candidate,174.9598048,151.16448,,5.23,,,,1,,,,,,15.246
10070479,candidate,1.758599866,131.7968,0.035,0.2729,237.8,89.95,11.9,1,,4744,4.606,0.725,0.772,15.59
8848271,non-candidate,9.991625291,137.447816,1.256,3.8552,3450.5,81.5,220.3,1,0.9011,5874,4.338,1.096,0.954,14.039
6784235,candidate,3.167893418,172.147959,0.026,2.1814,781.2,89.87,64.8,1,0.8648,5895,4.503,0.94,1.026,15.533
8009350,candidate,13.75207851,143.03241,0.836,2.8831,1215.6,87.86,36.8,1,0.567,4802,4.616,0.699,0.738,15.587
8487838,non-candidate,1.061937837,131.7269,0.125,2.31,52,87.98,16.3,1,0.1705,5893,4.505,0.941,1.033,14.171
9782691,candidate,11.38840217,174.55377,0.243,3.6949,438,89.4,34.7,2,0.0063,5876,4.151,1.456,1.093,14.615
5529738,non-candidate,0.759762021,131.79506,1.183,4.912,227,11.71,65.3,1,0.6083,6386,4.402,1.123,1.161,14.871
8847111,non-candidate,0.575884418,132.00778,1.258,2.0734,272.2,18.77,43.2,1,0.9853,6290,4.442,1.044,1.097,15.024
4571004,non-candidate,36.616669,156.001,0.3646,8.62,237.4,89.38,3.4,5,,5780,4.438,1,1,13.482
9414417,candidate,53.5057611,172.98304,0.46,10.5616,195.6,89.25,71.2,1,0.6507,6247,4.016,1.762,1.174,9.582
8378634,non-candidate,3.629442796,134.70066,0.97,5.63,426.6,59.37,76.4,1,0.7952,6506,4.336,1.217,1.171,13.055
10232693,non-candidate,0.990516282,131.84152,0.989,2.019,101.6,40.53,20.4,1,0.6919,5975,3.755,2.399,1.194,13.405
5872150,non-candidate,20.35509657,175.3437299,0.503,5.33265,25080,89.04,1703.2,2,0.0237,6081,4.404,1.077,1.072,14.557
8561192,non-candidate,2.742590902,132.6997,0.473,10.4143,680400,83.19,682.9,1,-1,7072,4.129,1.705,1.428,16.267
8429566,non-candidate,3.732261,131.93795,0.4,2.054,153.6,88.23,15.7,1,0.2844,5762,4.495,0.867,0.859,14.834
9278021,non-candidate,3.359470825,133.952372,1.281,2.14715,2707.8,74.63,504.1,1,0.0835,6587,3.531,3.514,1.53,12.983
3650049,non-candidate,397.73699,222.0316,0.883,11.76,1131.5,89.64,15.3,1,0.0026,5313,4.521,0.768,0.714,15.086
6962018,non-candidate,0.634946497,132.074576,0.442,2.40541,426550,82.49,541.4,1,1,4446,4.567,0.737,0.729,14.791
7748487,candidate,15.5764061,135.9482,0.565,5.382,257.1,88.27,14.1,1,0.1448,6214,4.442,1.076,1.169,15.491
2713049,candidate,2.539183147,169.67494,0.238,2.4282,382.1,88.28,38.9,1,0.2119,5519,4.35,1.062,0.921,15.026
4860932,non-candidate,12.36564669,140.92029,1.22,3.644,388.4,77.81,22.8,1,0.9994,6075,4.495,0.952,1.033,14.59
8245108,non-candidate,0.579108481,131.7753,0.424,1.659,68.4,80.36,9.3,1,0.8445,4604,4.749,0.501,0.514,15.815
7509886,candidate,4.13852825,132.01882,0.185,2.281,256.5,89.23,20.5,2,0.7341,5297,4.578,0.825,0.938,13.283
9366617,candidate,26.5487294,137.24401,0.21,7.968,142,89.52,15.3,1,0.0265,5456,3.802,2.154,1.074,13.961
8240797,candidate,4.915385452,132.69448,0.484,2.7757,225.5,87.7,65.6,2,0.1952,5772,4.487,0.956,1.022,12.706
8741367,candidate,0.9886684,131.99354,0.372,2.023,126.6,84.01,8.7,1,0.6526,6456,3.725,2.773,1.49,12.551
8552498,non-candidate,0.530967162,133.849416,1.167,3.3659,244.9,12.61,125.5,1,,6449,4.316,1.193,1.069,13.586
8507073,non-candidate,209.0629928,300.828345,0.823,10.0389,250910,89.79,3295.6,1,0,6130,4.42,1.024,1.005,14.174
3122985,non-candidate,0.993488979,131.607354,0.83,1.9694,24327,75.37,145.8,1,0,5811,4.328,0.998,0.772,14.701
9411166,candidate,1.954525966,132.29679,0.673,2.0944,392.8,82.98,43.1,3,0.661,5741,4.331,1.136,1.01,15.356
2158460,candidate,19.12788374,134.8576413,,2,,,,1,,,,,,15.892
4169315,non-candidate,30.9587224,263.3166,0.765,4.411,342,88.78,13.1,1,0.9814,6525,4.381,1.161,1.183,14.75
6103377,candidate,7.03965141,137.41892,0.778,3.141,268.7,86.03,9.8,2,0.4076,5902,4.128,1.513,1.12,14.935
5535280,non-candidate,74.98529295,146.1390004,0.987,6.23451,105350,89.45,1754.8,1,0.0002,5955,4.52,0.91,0.999,14.851
3098843,non-candidate,29.9756697,135.45089,0.8708,2.987,258,88.81,12,2,,5893,4.462,0.986,1.026,14.372
11259686,candidate,34.4359387,193.038,0.017,5.82,424.5,89.98,52.6,1,0.8962,5929,4.243,1.363,1.185,12.674
10875245,candidate,7.95825328,137.80219,0.706,4.377,50,85.95,14.7,4,0.0302,5847,4.191,1.402,1.113,12.487
11655826,candidate,5.59346375,131.50752,0.079,1.668,236.5,89.83,9.5,1,-1,5874,4.498,0.933,1.001,15.308
7102316,candidate,57.2488518,184.6864,0.022,6.083,1455.6,89.98,29.8,3,0.67,5642,4.542,0.846,0.91,15.99
4649440,non-candidate,19.37070781,147.66803,1.2,2.2466,653.2,86.07,38.4,1,0.9028,5321,3.416,4.335,1.783,12.956
9268456,non-candidate,84.644104,132.5301,0.178,48.182,512,89.24,33.5,1,-1,5229,2.486,15.517,2.688,15.359
9837828,candidate,6.80899076,132.19078,1.9253,2.077,1192,77.92,11.5,1,,4992,4.483,0.854,0.81,16.303
8544992,candidate,3.17323012,133.69979,0.085,1.9094,204.5,89.62,21.4,2,0.0815,4500,4.632,0.633,0.626,14.993
10091110,non-candidate,8.529991199,137.654769,1.225,3.9954,20084,83.95,389.8,2,0.8064,6185,4.472,0.991,1.06,15.232
3426367,candidate,2.10433534,133.31612,0.872,1.1168,242.1,83.39,20.7,1,0.7303,3605,4.837,0.433,0.47,14.488
8345384,candidate,42.1003351,143.02827,0.88,1.0834,214,89.67,13.9,1,0.0367,5595,4.57,0.82,0.917,11.965
5392897,non-candidate,42.39930429,354.461453,0.336,18.3609,205990,89.21,2261.9,1,-1,6153,4.487,0.962,1.036,15.747
5181086,non-candidate,494.62409,242.5567,0.4064,8.36,307,89.95,6,1,,4302,4.647,0.604,0.589,14.205
7429287,non-candidate,358.66044,296.9516,0.062,16.732,133.8,89.98,15.6,4,0.0119,5619,4.07,1.406,0.848,11.443
4174507,non-candidate,1.945914237,133.042081,1.273,2.8712,9880.5,66.98,299.2,1,0,5967,4.516,0.83,0.824,15.439
6879183,candidate,20.5477769,149.1769,0.028,4.634,253.8,89.95,12.1,1,0.5656,5922,4.429,1.057,1.095,15.529
11231334,non-candidate,4.15743922,172.50464,1.242,9.572,1472,41.16,52.5,1,0.7784,6529,3.657,3.131,1.623,9.887
6364162,non-candidate,5.24364571,132.7242,1.201,16.984,270.4,21.46,45.6,1,0.5986,6197,4.406,1.056,1.032,15.163
8569819,non-candidate,20.84991961,137.5588347,13.715,13.7687,313090,75.35,1614.7,1,-1,7355,4.042,1.984,1.581,13.04
9141355,candidate,469.61309,422.5089,0.906,13.709,1234.7,89.61,18.2,1,0.3545,5474,4.598,0.763,0.847,15.696
5112198,non-candidate,3.21559054,133.5375,1.153,16.261,202.4,7.81,87.1,1,0.8271,6300,4.414,1.036,1.012,14.128
7692248,candidate,17.99562529,145.60092,1.2379,0.871,1068,88.81,12.1,1,,5999,4.494,0.959,1.045,15.822
9710611,non-candidate,386.35444,359.0914,0.705,9.594,129.6,89.82,10.9,1,0.1122,6165,4.319,1.177,1.051,12.458
3544595,candidate,4.72674037,134.926396,0.657,2.9267,273.1,86.08,287.8,1,0.2943,5648,4.472,0.894,0.866,9.931
9209808,non-candidate,244.547128,133.3618,0.003,3.59,587,90,6.4,1,0.5866,5094,4.612,0.736,0.821,15.492
8604993,non-candidate,6.570421193,134.01948,0.939,4.4698,60118,85.03,712.6,1,0.4391,5812,4.484,0.908,0.916,15.299
7830321,non-candidate,2.027383251,131.686117,1.248,1.5528,3856.2,74.41,126.1,1,0.4257,5544,4.435,0.875,0.761,15.476
8429415,non-candidate,1.352564873,132.04752,0.669,3.469,56.7,73.68,34.9,1,0.0001,6463,3.959,1.823,1.103,12.709
5794240,candidate,2.455240626,170.821762,0.144,1.72722,36912,89.35,1341.6,1,0.4551,3793,4.697,0.568,0.587,15.979
6932987,candidate,19.25404023,164.78424,0.548,4.6509,987.7,88.86,50.7,2,0.3284,5798,4.507,0.941,1.038,15.368
6516529,non-candidate,379.42818,358.9906,0.006,11.24,403.9,90,11.1,1,0.9083,5947,4.487,0.945,1,13.782
8937762,non-candidate,15.07277287,143.96955,0.891,0.7794,345,89.3,13,1,0,5521,4.594,0.771,0.864,14.269
8265156,non-candidate,0.978362973,132.126,0.267,1.206,37.1,87.47,15.9,1,0.9589,7193,4.156,1.671,1.46,12.34
10002866,candidate,28.08185982,194.91696,0.425,4.5288,1840.3,89.46,50.8,3,0.0504,5431,4.563,0.843,0.945,15.063
5905822,candidate,6.99205021,138.05147,0.944,5.037,33.4,75.72,24.4,1,0.5369,6057,4.139,1.467,1.081,10.787
11975363,non-candidate,1.759208679,132.6537254,0.548,4.60837,362330,83.16,1967.2,1,-1,5721,4.453,0.961,0.956,15.409
3102000,non-candidate,57.0599992,164.25706,0.194,7.463,66168,89.84,751.5,1,0,5931,4.545,0.863,0.953,15.936
7119481,candidate,25.85499978,192.57484,0.265,3.8737,610.5,89.7,31.7,3,0.169,6122,4.487,0.964,1.041,14.718
7882360,non-candidate,364.14397,376.4124,0.475,15.37,513.5,89.83,9.3,1,0.747,6039,4.493,0.951,1.027,15.508
6599949,non-candidate,409.2452,265.2465,0.0176,13.06,531.2,89.95,12.8,1,,5910,4.466,0.911,0.886,15.42
11970050,candidate,6.58753699,138.0427,0.132,2.043,232.1,89.7,8.2,1,0.1636,6014,4.486,0.993,1.101,15.652
4659405,non-candidate,4.532402495,171.92667,0.99,3.12,339.1,72.4,43.1,1,0.3856,5575,4.278,1.173,0.951,13.932
4670217,candidate,18.1209388,134.17616,0.108,3.781,504.2,89.83,15.8,1,0.7167,4905,4.536,0.774,0.75,15.486
11456382,non-candidate,0.814280672,131.64736,0.701,2.326,134.9,70.66,12.3,1,0.902,6366,4.167,1.543,1.273,11.751
11038580,non-candidate,419.4596,275.458,0.0167,13.53,131.8,89.95,8.4,1,,5248,3.886,1.869,0.98,13.846
5470960,non-candidate,12.4227918,141.7972,0.979,27.29,202.6,45.29,15.5,1,0.4503,5279,4.62,0.72,0.796,15.955
8869680,non-candidate,7.03380109,174.15772,0.861,6.4185,138.5,79.08,46.7,1,0.7248,6122,4.019,1.934,1.427,13.357
5471574,non-candidate,0.962827066,132.20517,1.079,4.48,86.3,13.09,28.7,2,0.9848,6534,3.647,3.028,1.484,13.398
5343976,non-candidate,4.331392455,134.7274476,0.306,3.7278,200400,88.57,1234.3,1,0,5655,4.472,0.854,0.788,12.612
11043136,non-candidate,2.621706694,131.88227,1.279,1.941,4572,75.07,24.3,1,0.0667,5749,4.436,0.881,0.772,15.399
10253547,candidate,59.9809868,176.14903,0.918,7.588,282.4,88.03,25.2,2,0.9687,6103,4.202,1.383,1.109,13.66
9957659,non-candidate,30.69537638,155.71927,0.846,5.6634,19941,88.49,186.8,1,0.1718,6185,4.356,1.192,1.179,15.496
11337012,candidate,12.4019263,141.1769,0.924,4.043,211.1,84.69,9.5,1,0.2012,5555,4.514,0.832,0.824,15.355
7024222,non-candidate,1.633107509,170.19649,0.35,1.491,60.8,87.47,21.7,1,0.0053,4579,4.596,0.684,0.672,12.843
9834257,non-candidate,15.65134872,132.81191,1.267,4.1553,3104,83.78,81.6,1,0.1278,6552,3.586,3.289,1.521,12.429
8121310,candidate,22.20809549,206.35965,0.017,7.3327,463.2,89.96,92.7,2,0.8971,6336,4.266,1.403,1.324,12.885
4445630,non-candidate,5.627911313,133.1491782,0.464,7.08223,434330,87.28,2890.7,1,-1,6280,4.361,1.115,1.036,13.858
9613070,non-candidate,2.33211505,132.19683,1.747,2.96723,105950,77.38,997.8,1,-1,6384,4.348,1.094,0.97,14.087
11200767,non-candidate,2.489549075,132.045037,1.33,2.4345,2829.7,66.89,160.6,1,0,6184,4.138,1.406,0.991,13.368
5512513,non-candidate,0.77459856,132.3192077,,2.71,,,,1,0.9085,,,,,14.737
5301955,non-candidate,0.68396452,131.7130275,,1.3,,,,1,,,,,,12.939
8492026,candidate,4.30656389,132.44098,0.894,4.1107,257,77.07,39.8,1,0.0146,6108,4.466,1.03,1.132,14.136
6526710,candidate,39.74893077,172.854644,0.881,7.3051,15179,88.3,561.1,1,0.255,6122,4.487,0.964,1.041,15.344
7919516,non-candidate,0.575445783,132.0648853,0.144,0.8463,29.3,88.42,3.2,1,0.8812,6215,3.802,2.396,1.327,13.022
11457191,non-candidate,1.149198426,131.817374,1.167,4.1603,37721,57.92,164.2,1,0,5858,4.486,0.867,0.84,14.554
7032383,non-candidate,0.566797404,131.83652,0.119,4.109,69.4,84.47,18.8,1,1,5313,4.51,0.784,0.727,15.354
11153539,candidate,4.49876511,171.34905,0.312,3.7362,460,88,29.5,1,0.1694,6075,4.486,0.969,1.048,15.395
11704044,non-candidate,6.882686062,134.052302,0.399,5.47323,373660,88.45,2842.2,1,-1,5704,4.483,0.948,0.996,15.749
4252226,non-candidate,21.85896329,151.2628164,0.969,6.32492,117110,88.18,2951.2,1,0.0728,5923,3.904,2.06,1.242,13.916
3749508,non-candidate,2.403704619,131.5641527,1.007,0.8927,110.6,75.56,1.4,2,0.3038,6244,2.897,10.105,2.936,13.151
5036052,candidate,143.163697,243.7133,0.9527,4.854,390.3,89.38,12.9,1,,5145,3.05,7.653,2.394,12.644
11968514,non-candidate,1.036592136,132.089545,1.25,2.296,2118.2,46.75,150.6,1,0.0069,4884,2.737,8.747,1.522,11.449
7106438,non-candidate,269.331027,232.6164,0.679,4.891,515.7,89.88,7.9,1,0.6972,6129,4.419,1.055,1.06,15.394
8212002,candidate,9.5539134,135.5281,0.142,5.261,26.8,89.41,13.1,2,0.3853,6175,4.299,1.307,1.244,11.714
3097352,non-candidate,4.029803201,134.422433,0.17,4.4301,191070,89,352.3,1,0.258,6024,4.385,1.078,1.028,16.936
11187837,candidate,17.60461401,170.4984,0.715,3.716,2292.1,88.52,80.1,1,0.8574,3744,4.737,0.516,0.529,15.613
10798331,candidate,147.281212,148.80124,0.474,7.375,452.8,89.8,17.3,1,0.1597,5708,4.365,1.054,0.939,14.685
5529501,non-candidate,1.51945182,132.5975,0.599,2.95,13.7,79.39,9.6,1,0.8348,6168,4.25,1.307,1.105,12.585
4950557,non-candidate,24.71479071,149.4927345,0.781,5.06776,208730,89.1,5148.8,1,0,6300,3.982,1.862,1.214,12.526
8240861,non-candidate,0.449249224,1472.522306,0.494,4.7565,419440,73.13,1194.9,1,-1,6338,4.239,1.299,1.065,15.282
11906217,non-candidate,37.9102139,162.458419,0.963,3.11152,103470,89.47,1065.9,1,0.5978,4623,4.686,0.56,0.556,14.43
7285616,non-candidate,0.566802891,131.79487,0.628,1.861,49.2,71.62,14.4,1,0.8741,6487,4.08,1.748,1.343,12.982
2970804,non-candidate,0.686994057,131.661024,1.261,3.5252,2797.1,27.08,136.6,1,0.542,5780,4.438,1,1,9.16
8105398,candidate,5.68325648,134.87698,0.844,1.778,44.6,86.4,10,2,0.1707,6072,4.133,1.286,0.818,13.093
10034146,non-candidate,0.93198504,131.62897,1.19,2.0472,326.6,31.88,44.5,1,1,5470,4.509,0.777,0.71,14.477
8240746,non-candidate,184.568,173.6314,0.2544,13.09,409.9,89.95,10.2,1,,5680,4.595,0.75,0.807,15.185
11513366,candidate,587.38162,188.1143,0.6822,11.973,863.6,89.95,12.8,1,,4784,2.711,11.839,2.629,13.715
4455231,candidate,56.637918,135.51975,0.298,6.172,589.7,89.75,20.9,3,0.2421,5661,4.09,1.522,1.04,15.151
8037145,candidate,12.75934489,170.32152,0.657,3.5889,882.1,88.25,70.4,4,0.2304,4963,4.501,0.826,0.789,14.55
6285397,non-candidate,5.2438269,132.6874,0.228,8.235,128.6,87.29,11.3,1,0.4803,4634,4.597,0.689,0.685,15.914
3966801,candidate,25.69581456,188.78889,0.68,4.0251,1130.8,88.97,45.1,1,0.5933,3787,4.775,0.477,0.496,14.885
11296045,candidate,437.5158614,522.0553193,,4.16,,,,4,,,,,,12.981
12737015,candidate,24.6683831,136.633,0.751,8.556,109.2,87.12,15.3,1,0.971,6059,4.151,1.554,1.249,13.572
8183389,non-candidate,32.4403392,142.2555263,0.645,4.50984,287600,89.54,2177,1,-1,5081,4.578,0.696,0.668,15.854
11960862,candidate,6.575315881,173.634044,0.39,4.3084,2793.3,88.03,221.1,1,0.5611,5992,4.415,0.989,0.927,15.312
11560897,candidate,110.978266,147.0226,0.074,11.312,150.2,89.94,14,2,0.0484,5883,4.149,1.529,1.205,13.848
4548011,candidate,13.9509565,144.287,0.467,5.231,35.7,88.53,11.2,4,0.3364,5888,4.275,1.227,1.036,12.4
9117416,candidate,20.034708,145.4541,0.193,6.49,124.4,89.53,22.9,3,0.2456,6120,3.934,2,1.251,13.266
5809890,candidate,1.269091415,133.343682,0.412,1.4647,340.9,86.18,73.5,2,0.6421,5041,4.576,0.766,0.807,13.999
8104030,non-candidate,46.84008579,164.134422,4.652,3.8198,6287.9,86.47,147.9,1,0.4097,6006,4.33,1.055,0.867,15.314
5791986,candidate,15.22895514,176.56001,0.777,2.5967,1124.8,88.54,63.8,2,0.297,5456,4.562,0.812,0.878,14.769
11407847,candidate,11.8307724,140.1105,0.592,8.791,136,85.99,12.4,1,0.769,5550,4.411,0.958,0.862,15.337
11450414,candidate,27.3214242,154.29833,0.983,4.836,279.6,85.39,14.9,3,0.8682,5592,4.115,1.451,1,14.513
3644399,non-candidate,119.669671,176.1667,0.332,20.67,421.9,89.55,14.2,1,0.1059,6382,4.432,1.059,1.104,15.493
4449752,non-candidate,290.438547,283.0998,0.0916,12.85,212.9,89.95,11.9,1,,5392,4.557,0.775,0.79,13.064
5386163,non-candidate,12.424995,141.5904,0.746,20.282,51.5,76.84,21.4,1,0.0233,6098,3.707,2.657,1.313,13.262
4841374,candidate,161.4746786,170.60338,0.746,10.572,828.2,89.48,47.8,1,0.4645,5761,4.383,1.044,0.96,13.871
8279765,non-candidate,2.757794163,135.232863,0.8,2.7644,39043,83.39,349.2,1,0,5747,4.514,0.891,0.948,15.235
2422820,candidate,13.8911152,137.3481,0.168,5.062,204.9,89.54,10.3,1,0.838,5472,4.499,0.79,0.718,15.365
7289165,non-candidate,5.26641416,131.69998,0.774,2.4404,223.8,85.91,37.8,1,0.5562,6338,4.087,1.602,1.142,12.859
6131659,non-candidate,17.52782681,144.5700534,0.567,5.78491,347520,89.07,2450.1,1,-1,5079,4.579,0.732,0.741,12.534
11361283,candidate,16.4793229,142.94163,0.263,3.312,479.1,89.6,13.8,1,0.4516,4908,4.618,0.716,0.797,15.846
3962357,candidate,14.55387488,134.11669,0.955,6.973,319.7,80.57,26.8,1,0.4522,6143,4.177,1.507,1.246,14.377
10356840,non-candidate,242.484764,367.222,0.1785,6.451,361.7,89.95,7.6,1,,6068,4.568,0.829,0.926,14.96
8940961,non-candidate,1.583334941,132.377894,0.781,4.4854,177070,77.52,368.8,1,-1,5846,4.472,0.953,0.984,14.932
8037038,candidate,4.09513876,131.67784,0.97,2.462,181.7,75.96,11.6,1,0.7989,5858,4.495,0.963,1.056,15.524
12072872,candidate,2.46288834,132.80114,0.256,1.724,47.4,88.62,11.9,1,0.2061,5893,4.395,0.967,0.848,13.308
10535807,non-candidate,1.481655821,132.699429,1.103,3.4913,59134,70.76,554.4,1,-1,6478,4.307,1.174,1.018,13.873
8283875,candidate,0.800263219,132.06684,0.16,0.729,170.5,88.91,13.2,1,0.9368,4336,4.656,0.59,0.574,15.695
7255910,non-candidate,274.553579,158.0863,0.1125,5.95,218.3,89.95,6.7,1,,6267,4.334,1.118,0.981,13.715
5360974,non-candidate,29.8042694,150.6786,1.237,3.107,1046.5,86.83,17.9,1,0.103,5223,4.488,0.827,0.767,15.945
10600261,candidate,52.8148051,164.90456,0.002,7.309,553.7,90,27.4,3,0.4453,5565,4.117,1.439,0.989,14.915
7215603,candidate,2.36436762,132.25007,0.146,3.372,28.4,88.44,12.4,1,0.4248,6250,4.184,1.543,1.326,11.6
7115661,non-candidate,0.566800926,131.81666,0.971,4.407,264.5,20.83,63.2,1,0.999,5780,4.438,1,1,10.624
6387887,non-candidate,0.650701055,131.830637,0.4,0.89164,371060,87.52,234.3,1,-1,10921,3.811,3.701,3.235,17.037
2437149,non-candidate,18.79862195,138.028268,0.524,7.4782,380200,88.99,551.3,1,-1,5334,4.585,0.796,0.893,17.628
8179286,non-candidate,11.4132144,140.11988,0.439,2.371,76.4,89.25,10.4,1,0.9432,6188,4.33,1.155,1.038,13.746
6283224,non-candidate,0.76647343,132.034804,0.766,2.46345,199900,76.77,545,1,-1,5297,4.594,0.722,0.746,15.572
6516874,non-candidate,0.916326699,131.80905,0.988,3.1427,96384,68.69,251.6,1,-1,6046,4.486,0.972,1.053,15.896
11513441,non-candidate,85.5692223,188.06607,0.98,4.954,539.2,88.69,18.2,1,0.2544,5361,3.856,1.951,0.997,13.982
12349560,candidate,43.3975622,153.934,0.08,3.908,585.3,89.95,8.6,1,0.5728,4871,4.608,0.725,0.778,15.944
3342970,candidate,2.711504086,170.03417,0.023,3.0099,837.5,89.81,64.5,2,0.228,6214,4.442,1.076,1.169,15.541
9596064,candidate,1.74145041,132.0107,0.33,1.712,370.6,87.48,10.9,1,0.9448,5238,4.598,0.764,0.854,16.269
10581308,candidate,425.593391,225.3273,0.4892,3.815,237.6,89.95,6.5,1,,5458,4.09,1.441,0.931,13.766
5731312,non-candidate,7.946367138,135.0947711,0.636,2.58667,278090,88.92,1228.9,1,0,4789,4.678,0.573,0.571,13.811
4367528,non-candidate,350.81029,147.6369,0.3892,11.29,538.3,89.95,15.1,1,,5841,4.321,1.226,1.148,14.982
6508734,non-candidate,480.03759,318.4745,0.2596,16.25,717.4,89.95,9,1,,3622,4.826,0.43,0.451,15.644
8300828,non-candidate,48.9200563,163.9628,0.6077,2.295,333.9,89.95,7,1,,5375,4.433,0.899,0.8,14.981
6936966,non-candidate,36.4721523,159.7848,0.738,2.673,52.6,89.41,7.7,1,0.7057,5853,4.529,0.895,0.99,11.894
5024177,non-candidate,0.787120016,131.73939,1.263,3.1648,265.5,16.66,43.3,1,0.9761,6112,4.481,0.787,0.684,14.964
4936180,candidate,4.64090031,173.64638,1.28,35.512,2450.6,19.01,296.9,1,0.9095,6463,4.5,0.826,0.786,15.27
8611832,candidate,45.3486381,142.25049,0.847,4.858,162.9,88.78,15.9,2,0.6872,5610,4.301,1.104,0.889,13.584
8873674,non-candidate,172.280975,216.0303,0.602,12.24,313.8,89.61,10.2,1,0.4846,5659,4.538,0.869,0.95,15.112
10816107,non-candidate,2.161583501,131.80273,0.715,4.0537,50163,80.06,239.2,1,0.0494,5888,4.167,1.219,0.796,13.945
9159242,non-candidate,3.04468229,132.464,0.623,5.951,71.4,78.74,22.2,1,0.1184,5575,4.363,0.98,0.81,14.028
5686174,candidate,14.28228147,180.84677,0.019,2.6588,983.2,89.97,44.7,1,0.3381,4102,4.675,0.595,0.612,14.672
7050754,non-candidate,0.615787196,131.71405,0.7452,3.067,110.6,56.72,23.9,1,,6315,3.603,3.075,1.381,13.921
5617854,candidate,3.517494725,135.546724,0.742,1.5639,532.8,86.49,52.6,1,0.7722,4132,4.699,0.564,0.578,14.699
10491044,non-candidate,2.1990638,133.06948,0.489,3.197,344.8,84.08,19.3,1,0.5621,5003,4.572,0.707,0.681,15.957
9592850,non-candidate,1.219324537,131.94673,0.489,4.7501,379060,81.21,241,1,-1,5455,4.458,0.897,0.844,16.4
11657614,candidate,24.352541,147.1949,0.505,2.782,349.1,89.51,5.8,2,0.9936,4891,4.516,0.805,0.776,14.779
5088536,candidate,8.45744892,139.06689,0.494,3.2893,77.4,88.36,31,3,0.1766,5903,4.304,1.137,0.95,11.529
10342248,non-candidate,0.93373458,131.53478,0.574,4.364,127.7,68.36,27.8,1,0.2418,5335,4.577,0.804,0.891,14.76
8652360,non-candidate,0.96807117,132.44697,0.53,1.677,104.8,82.1,15.4,2,0.0565,5367,4.639,0.687,0.757,15.247
6675056,non-candidate,10.44331991,175.4046,0.23,2.743,1159.8,89.55,51.7,1,0.0106,4947,4.516,0.802,0.769,15.546
4851530,candidate,4.77502117,355.45644,0.518,1.7087,451.4,88.42,16.7,2,0.5728,5275,4.505,0.796,0.739,15.462
11601584,candidate,4.38536428,139.22548,0.335,2.5126,198.5,88.5,25.9,4,0.0168,5191,4.53,0.826,0.844,14.122
7286911,candidate,11.55562042,138.19752,0.874,1.6758,441.5,88.21,22.7,1,0.6067,5420,4.555,0.85,0.945,14.816
8524110,non-candidate,0.79708975,131.8481,0.53,3.301,19.3,72.21,9.8,1,0.1421,6056,4.271,1.196,0.975,13.391
9941859,candidate,9.57665962,176.683759,0.043,3.3603,746.8,89.89,82.6,3,0.75,5386,4.322,1.076,0.886,14.598
8395660,candidate,23.9800854,147.537,0.95,5.351,104,85.45,17.1,4,0.9971,5854,4.406,1.012,0.951,12.882
8332521,candidate,4.67250377,135.23678,0.95,4.441,79.6,71.04,13.8,2,0.6324,6146,4.454,0.987,1.006,13.775
9640921,non-candidate,2.17814513,132.02979,0.78,2.321,136,80.44,13.8,2,0.6647,6053,4.494,0.949,1.025,15.395
9529294,non-candidate,2.51690133,133.49353,0.093,2.521,59.6,89.31,10,1,0.4162,5403,4.201,1.284,0.955,14.587
7673192,candidate,16.5340022,135.409,0.525,4.063,89.2,88.88,9.3,5,0.4144,6052,4.285,1.202,1.015,13.268
9728465,non-candidate,7.35390869,132.01829,0.375,2.061,92.9,89.16,11.1,1,0.4198,6385,3.868,2.327,1.458,12.865
9119568,non-candidate,5.54867998,133.9285,0.095,4.665,68.9,89.4,15.4,2,0.1256,5258,4.514,0.835,0.831,12.837
5371776,candidate,3.295701024,133.966333,0.267,1.8268,1745.7,88.89,114.7,4,0.0423,4723,4.628,0.691,0.76,14.84
11773328,candidate,8.710442022,134.614376,0.935,0.9425,1196.4,88.34,42.6,1,0.153,5416,4.575,0.809,0.9,14.816
10718726,candidate,3.595769013,170.36915,0.496,3.1569,383.7,86.34,45.9,2,0.3128,5762,4.283,1.196,1.001,14.827
